Format Version,1.23,Take Name,Take 2025-12-17 06.07.01 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-12-17 06.07.01.513 PM,Capture Start Frame,10553788,Total Frames in Take,14436,Total Exported Frames,14436,Rotation Type,ZYX,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1008,Unlabeled 1008,Unlabeled 1008,Unlabeled 1009,Unlabeled 1009,Unlabeled 1009,Unlabeled 1010,Unlabeled 1010,Unlabeled 1010,Unlabeled 1011,Unlabeled 1011,Unlabeled 1011,Unlabeled 1012,Unlabeled 1012,Unlabeled 1012,Unlabeled 1013,Unlabeled 1013,Unlabeled 1013
,ID,"19BCDF4D9ECDA9D11F0","19BCDF4D9ECDA9D11F0","19BCDF4D9ECDA9D11F0","19CCDF4D9ECDA9D11F0","19CCDF4D9ECDA9D11F0","19CCDF4D9ECDA9D11F0","19DCDF4D9ECDA9D11F0","19DCDF4D9ECDA9D11F0","19DCDF4D9ECDA9D11F0","19ECDF4D9ECDA9D11F0","19ECDF4D9ECDA9D11F0","19ECDF4D9ECDA9D11F0","19FCDF4D9ECDA9D11F0","19FCDF4D9ECDA9D11F0","19FCDF4D9ECDA9D11F0","1A0CDF4D9ECDA9D11F0","1A0CDF4D9ECDA9D11F0","1A0CDF4D9ECDA9D11F0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2259,18.825000,,,,2.002216,0.155876,-0.919576,1.909869,0.057917,-0.880784,,,,2.112801,0.063167,-0.964738,,,
2260,18.833000,,,,2.002799,0.155816,-0.920242,1.909853,0.057892,-0.880774,,,,2.112786,0.063168,-0.964736,,,
2261,18.842000,,,,2.003347,0.155693,-0.920657,1.909869,0.057884,-0.880790,,,,2.112783,0.063161,-0.964711,,,
2262,18.850000,,,,2.004105,0.155639,-0.920786,1.909881,0.057879,-0.880773,,,,2.112793,0.063154,-0.964703,,,
2263,18.858000,,,,2.004879,0.155635,-0.920495,1.909861,0.057878,-0.880757,,,,2.112785,0.063165,-0.964695,,,
2264,18.867000,,,,2.005401,0.155588,-0.919963,1.909881,0.057880,-0.880762,,,,2.112783,0.063173,-0.964706,,,
2265,18.875000,,,,2.005620,0.155533,-0.919223,1.909861,0.057883,-0.880794,,,,2.112795,0.063179,-0.964722,,,
2266,18.883000,,,,2.005650,0.155492,-0.918544,1.909896,0.057862,-0.880769,,,,2.112794,0.063174,-0.964739,,,
2267,18.892000,,,,2.005342,0.155504,-0.917938,1.909876,0.057857,-0.880779,,,,2.112808,0.063168,-0.964726,,,
2268,18.900000,,,,2.004778,0.155357,-0.917324,1.909876,0.057875,-0.880789,,,,2.112819,0.063143,-0.964734,,,
2269,18.908000,,,,2.004019,0.155428,-0.917159,1.909890,0.057856,-0.880785,,,,2.112837,0.063169,-0.964735,,,
2270,18.917000,,,,2.003287,0.155505,-0.917173,1.909881,0.057852,-0.880777,,,,2.112843,0.063162,-0.964720,,,
2271,18.925000,,,,2.002740,0.155556,-0.917562,1.909910,0.057858,-0.880789,,,,2.112845,0.063172,-0.964724,,,
2272,18.933000,,,,2.002242,0.155606,-0.918097,1.909884,0.057885,-0.880787,,,,2.112844,0.063170,-0.964740,,,
2273,18.942000,,,,2.001999,0.155707,-0.918759,1.909904,0.057862,-0.880772,,,,2.112855,0.063176,-0.964755,,,
2274,18.950000,,,,2.002137,0.155804,-0.919421,1.909908,0.057849,-0.880757,,,,2.112853,0.063193,-0.964731,,,
2275,18.958000,,,,2.002681,0.155811,-0.920169,1.909907,0.057861,-0.880762,,,,2.112846,0.063167,-0.964745,,,
2276,18.967000,,,,2.003233,0.155722,-0.920592,1.909918,0.057858,-0.880782,,,,2.112849,0.063150,-0.964742,,,
2277,18.975000,,,,2.003932,0.155611,-0.920829,1.909905,0.057885,-0.880789,,,,2.112846,0.063168,-0.964745,,,
2278,18.983000,,,,2.004730,0.155627,-0.920593,1.909865,0.057872,-0.880790,,,,2.112838,0.063187,-0.964738,,,
2279,18.992000,,,,2.005338,0.155616,-0.920099,1.909905,0.057879,-0.880760,,,,2.112828,0.063162,-0.964748,,,
2280,19.000000,,,,2.005598,0.155553,-0.919426,1.909885,0.057898,-0.880783,,,,2.112839,0.063161,-0.964730,,,
2281,19.008000,,,,2.005665,0.155479,-0.918673,1.909875,0.057888,-0.880767,,,,2.112830,0.063165,-0.964744,,,
2282,19.017000,,,,2.005407,0.155512,-0.918070,1.909899,0.057899,-0.880768,,,,2.112839,0.063161,-0.964761,,,
2283,19.025000,,,,2.004912,0.155387,-0.917399,1.909910,0.057865,-0.880792,,,,2.112843,0.063167,-0.964729,,,
2284,19.033000,,,,2.004191,0.155367,-0.917178,1.909896,0.057890,-0.880805,,,,2.112836,0.063161,-0.964767,,,
2285,19.042000,,,,2.003442,0.155506,-0.917141,1.909867,0.057882,-0.880796,,,,2.112836,0.063115,-0.964771,,,
2286,19.050000,,,,2.002843,0.155567,-0.917454,1.909871,0.057868,-0.880788,,,,2.112831,0.063145,-0.964748,,,
2287,19.058000,,,,2.002351,0.155624,-0.917934,1.909887,0.057877,-0.880785,,,,2.112827,0.063159,-0.964725,,,
2288,19.067000,,,,2.001978,0.155694,-0.918657,1.909868,0.057870,-0.880783,,,,2.112837,0.063147,-0.964715,,,
2289,19.075000,,,,2.002031,0.155806,-0.919272,1.909879,0.057860,-0.880768,,,,2.112808,0.063158,-0.964719,,,
2290,19.083000,,,,2.002555,0.155851,-0.920043,1.909872,0.057880,-0.880789,,,,2.112817,0.063146,-0.964713,,,
2291,19.092000,,,,2.003106,0.155755,-0.920527,1.909865,0.057892,-0.880799,,,,2.112820,0.063143,-0.964738,,,
2292,19.100000,,,,2.003793,0.155626,-0.920821,1.909866,0.057876,-0.880807,,,,2.112813,0.063200,-0.964735,,,
2293,19.108000,,,,2.004548,0.155637,-0.920657,1.909880,0.057879,-0.880804,,,,2.112826,0.063190,-0.964736,,,
2294,19.117000,,,,2.005227,0.155638,-0.920223,1.909873,0.057868,-0.880774,,,,2.112832,0.063182,-0.964717,,,
2295,19.125000,,,,2.005555,0.155584,-0.919562,1.909850,0.057879,-0.880792,,,,2.112803,0.063170,-0.964697,,,
2296,19.133000,,,,2.005664,0.155526,-0.918791,1.909849,0.057860,-0.880777,,,,2.112784,0.063134,-0.964718,,,
2297,19.142000,,,,2.005472,0.155509,-0.918220,1.909851,0.057882,-0.880789,,,,2.112799,0.063169,-0.964690,,,
2298,19.150000,,,,2.005023,0.155409,-0.917527,1.909847,0.057883,-0.880808,,,,2.112806,0.063157,-0.964735,,,
2299,19.158000,,,,2.004344,0.155356,-0.917200,1.909868,0.057870,-0.880788,,,,2.112820,0.063161,-0.964760,,,
2300,19.167000,,,,2.003570,0.155483,-0.917142,1.909868,0.057883,-0.880814,,,,2.112824,0.063165,-0.964741,,,
2301,19.175000,,,,2.002965,0.155547,-0.917383,1.909883,0.057900,-0.880795,,,,2.112821,0.063161,-0.964746,,,
2302,19.183000,,,,2.002434,0.155603,-0.917858,1.909877,0.057880,-0.880783,,,,2.112828,0.063164,-0.964733,,,
2303,19.192000,,,,2.002053,0.155646,-0.918503,1.909870,0.057870,-0.880796,,,,2.112816,0.063159,-0.964733,,,
2304,19.200000,,,,2.002014,0.155776,-0.919111,1.909861,0.057868,-0.880763,,,,2.112808,0.063160,-0.964718,,,
2305,19.208000,,,,2.002432,0.155869,-0.919897,1.909852,0.057869,-0.880766,,,,2.112818,0.063134,-0.964727,,,
2306,19.217000,,,,2.003013,0.155790,-0.920416,1.909871,0.057877,-0.880794,,,,2.112794,0.063157,-0.964726,,,
2307,19.225000,,,,2.003645,0.155673,-0.920778,1.909853,0.057854,-0.880789,,,,2.112806,0.063153,-0.964745,,,
2308,19.233000,,,,2.004378,0.155638,-0.920722,1.909843,0.057865,-0.880804,,,,2.112816,0.063165,-0.964767,,,
2309,19.242000,,,,2.005117,0.155650,-0.920354,1.909866,0.057881,-0.880781,,,,2.112814,0.063171,-0.964759,,,
2310,19.250000,,,,2.005529,0.155588,-0.919742,1.909842,0.057883,-0.880814,,,,2.112813,0.063162,-0.964762,,,
2311,19.258000,,,,2.005668,0.155522,-0.918991,1.909870,0.057892,-0.880844,,,,2.112817,0.063164,-0.964747,,,
2312,19.267000,,,,2.005566,0.155527,-0.918356,1.909864,0.057872,-0.880796,,,,2.112809,0.063190,-0.964734,,,
2313,19.275000,,,,2.005153,0.155458,-0.917677,1.909861,0.057900,-0.880814,,,,2.112813,0.063164,-0.964765,,,
2314,19.283000,,,,2.004510,0.155358,-0.917270,1.909873,0.057892,-0.880831,,,,2.112828,0.063176,-0.964764,,,
2315,19.292000,,,,2.003713,0.155486,-0.917169,1.909864,0.057891,-0.880804,,,,2.112839,0.063178,-0.964782,,,
2316,19.300000,,,,2.003084,0.155547,-0.917311,1.909886,0.057895,-0.880789,,,,2.112849,0.063188,-0.964759,,,
2317,19.308000,,,,2.002537,0.155622,-0.917775,1.909865,0.057901,-0.880808,,,,2.112844,0.063177,-0.964748,,,
2318,19.317000,,,,2.002114,0.155659,-0.918368,1.909873,0.057902,-0.880792,,,,2.112826,0.063166,-0.964754,,,
2319,19.325000,,,,2.001984,0.155767,-0.919006,1.909871,0.057896,-0.880787,,,,2.112817,0.063189,-0.964714,,,
2320,19.333000,,,,2.002301,0.155852,-0.919721,1.909880,0.057910,-0.880776,,,,2.112816,0.063173,-0.964692,,,
2321,19.342000,,,,2.002908,0.155803,-0.920329,1.909881,0.057935,-0.880792,,,,2.112812,0.063186,-0.964701,,,
2322,19.350000,,,,2.003484,0.155699,-0.920707,1.909859,0.057896,-0.880774,,,,2.112811,0.063199,-0.964734,,,
2323,19.358000,,,,2.004220,0.155650,-0.920756,1.909872,0.057912,-0.880781,,,,2.112827,0.063187,-0.964743,,,
2324,19.367000,,,,2.004977,0.155675,-0.920446,1.909875,0.057905,-0.880777,,,,2.112826,0.063193,-0.964714,,,
2325,19.375000,,,,2.005452,0.155628,-0.919902,1.909862,0.057914,-0.880776,,,,2.112825,0.063202,-0.964732,,,
2326,19.383000,,,,2.005631,0.155581,-0.919129,1.909870,0.057965,-0.880812,,,,2.112835,0.063203,-0.964727,,,
2327,19.392000,,,,2.005618,0.155521,-0.918490,1.909868,0.057905,-0.880798,,,,2.112816,0.063206,-0.964720,,,
2328,19.400000,,,,2.005285,0.155522,-0.917840,1.909872,0.057928,-0.880816,,,,2.112818,0.063179,-0.964727,,,
2329,19.408000,,,,2.004669,0.155366,-0.917263,1.909892,0.057923,-0.880792,,,,2.112823,0.063160,-0.964727,,,
2330,19.417000,,,,2.003892,0.155459,-0.917156,1.909903,0.057932,-0.880791,,,,2.112817,0.063187,-0.964729,,,
2331,19.425000,,,,2.003215,0.155561,-0.917202,1.909890,0.057917,-0.880778,,,,2.112835,0.063170,-0.964747,,,
2332,19.433000,,,,2.002686,0.155615,-0.917646,1.909876,0.057912,-0.880770,,,,2.112841,0.063181,-0.964747,,,
2333,19.442000,,,,2.002204,0.155651,-0.918210,1.909877,0.057889,-0.880785,,,,2.112843,0.063204,-0.964753,,,
2334,19.450000,,,,2.001986,0.155730,-0.918840,1.909879,0.057922,-0.880805,,,,2.112836,0.063200,-0.964752,,,
2335,19.458000,,,,2.002201,0.155866,-0.919531,1.909880,0.057910,-0.880770,,,,2.112831,0.063191,-0.964732,,,
2336,19.467000,,,,2.002764,0.155879,-0.920204,1.909878,0.057898,-0.880757,,,,2.112811,0.063176,-0.964745,,,
2337,19.475000,,,,2.003309,0.155755,-0.920613,1.909862,0.057896,-0.880778,,,,2.112810,0.063192,-0.964716,,,
2338,19.483000,,,,2.004046,0.155683,-0.920786,1.909883,0.057898,-0.880753,,,,2.112821,0.063163,-0.964706,,,
2339,19.492000,,,,2.004807,0.155671,-0.920515,1.909854,0.057907,-0.880785,,,,2.112807,0.063156,-0.964718,,,
2340,19.500000,,,,2.005366,0.155634,-0.920011,1.909880,0.057886,-0.880790,,,,2.112805,0.063163,-0.964701,,,
2341,19.508000,,,,2.005615,0.155566,-0.919295,1.909856,0.057902,-0.880758,,,,2.112802,0.063169,-0.964724,,,
2342,19.517000,,,,2.005642,0.155525,-0.918576,1.909850,0.057909,-0.880758,,,,2.112804,0.063184,-0.964732,,,
2343,19.525000,,,,2.005348,0.155516,-0.917983,1.909847,0.057869,-0.880730,,,,2.112797,0.063183,-0.964737,,,
2344,19.533000,,,,2.004817,0.155368,-0.917339,1.909867,0.057904,-0.880770,,,,2.112810,0.063188,-0.964720,,,
2345,19.542000,,,,2.004058,0.155436,-0.917140,1.909858,0.057887,-0.880767,,,,2.112806,0.063197,-0.964704,,,
2346,19.550000,,,,2.003356,0.155529,-0.917130,1.909867,0.057918,-0.880763,,,,2.112817,0.063180,-0.964729,,,
2347,19.558000,,,,2.002777,0.155561,-0.917515,1.909876,0.057900,-0.880751,,,,2.112833,0.063173,-0.964726,,,
2348,19.567000,,,,2.002285,0.155625,-0.918011,1.909875,0.057899,-0.880763,,,,2.112827,0.063189,-0.964725,,,
2349,19.575000,,,,2.001972,0.155732,-0.918722,1.909886,0.057883,-0.880747,,,,2.112826,0.063185,-0.964713,,,
2350,19.583000,,,,2.002102,0.155830,-0.919340,1.909878,0.057865,-0.880743,,,,2.112816,0.063179,-0.964710,,,
2351,19.592000,,,,2.002632,0.155851,-0.920093,1.909874,0.057879,-0.880753,,,,2.112795,0.063171,-0.964702,,,
2352,19.600000,,,,2.003163,0.155748,-0.920552,1.909892,0.057876,-0.880744,,,,2.112809,0.063150,-0.964698,,,
2353,19.608000,,,,2.003892,0.155655,-0.920786,1.909875,0.057852,-0.880739,,,,2.112795,0.063150,-0.964723,,,
2354,19.617000,,,,2.004683,0.155679,-0.920594,1.909882,0.057883,-0.880766,,,,2.112796,0.063133,-0.964705,,,
2355,19.625000,,,,2.005314,0.155622,-0.920112,1.909879,0.057874,-0.880756,,,,2.112800,0.063125,-0.964702,,,
2356,19.633000,,,,2.005574,0.155580,-0.919427,1.909866,0.057859,-0.880755,,,,2.112788,0.063150,-0.964707,,,
2357,19.642000,,,,2.005647,0.155515,-0.918704,1.909876,0.057877,-0.880766,,,,2.112793,0.063161,-0.964706,,,
2358,19.650000,,,,2.005413,0.155494,-0.918123,1.909861,0.057888,-0.880774,,,,2.112791,0.063139,-0.964706,,,
2359,19.658000,,,,2.004944,0.155391,-0.917452,1.909879,0.057854,-0.880753,,,,2.112777,0.063132,-0.964721,,,
2360,19.667000,,,,2.004204,0.155373,-0.917190,1.909880,0.057858,-0.880759,,,,2.112796,0.063140,-0.964709,,,
2361,19.675000,,,,2.003481,0.155503,-0.917129,1.909879,0.057874,-0.880753,,,,2.112807,0.063133,-0.964726,,,
2362,19.683000,,,,2.002884,0.155564,-0.917429,1.909885,0.057887,-0.880753,,,,2.112811,0.063147,-0.964707,,,
2363,19.692000,,,,2.002366,0.155635,-0.917873,1.909881,0.057862,-0.880753,,,,2.112813,0.063150,-0.964712,,,
2364,19.700000,,,,2.002016,0.155689,-0.918585,1.909889,0.057878,-0.880750,,,,2.112799,0.063123,-0.964719,,,
2365,19.708000,,,,2.002038,0.155811,-0.919166,1.909876,0.057868,-0.880741,,,,2.112797,0.063141,-0.964713,,,
2366,19.717000,,,,2.002504,0.155854,-0.920000,1.909900,0.057872,-0.880748,,,,2.112794,0.063158,-0.964723,,,
2367,19.725000,,,,2.003069,0.155771,-0.920480,1.909871,0.057883,-0.880741,,,,2.112795,0.063154,-0.964702,,,
2368,19.733000,,,,2.003748,0.155672,-0.920781,1.909885,0.057864,-0.880749,,,,2.112781,0.063153,-0.964704,,,
2369,19.742000,,,,2.004516,0.155652,-0.920681,1.909882,0.057885,-0.880761,,,,2.112782,0.063149,-0.964707,,,
2370,19.750000,,,,2.005199,0.155644,-0.920239,1.909879,0.057901,-0.880802,,,,2.112804,0.063145,-0.964704,,,
2371,19.758000,,,,2.005547,0.155588,-0.919628,1.909875,0.057867,-0.880778,,,,2.112784,0.063182,-0.964711,,,
2372,19.767000,,,,2.005657,0.155529,-0.918854,1.909861,0.057888,-0.880790,,,,2.112793,0.063140,-0.964738,,,
2373,19.775000,,,,2.005506,0.155524,-0.918261,1.909858,0.057897,-0.880780,,,,2.112799,0.063165,-0.964730,,,
2374,19.783000,,,,2.005064,0.155431,-0.917564,1.909870,0.057886,-0.880751,,,,2.112806,0.063172,-0.964741,,,
2375,19.792000,,,,2.004385,0.155344,-0.917197,1.909869,0.057897,-0.880788,,,,2.112827,0.063140,-0.964739,,,
2376,19.800000,,,,2.003600,0.155498,-0.917122,1.909864,0.057880,-0.880790,,,,2.112827,0.063153,-0.964721,,,
2377,19.808000,,,,2.002989,0.155541,-0.917365,1.909848,0.057868,-0.880832,,,,2.112815,0.063148,-0.964743,,,
2378,19.817000,,,,2.002460,0.155597,-0.917799,1.909866,0.057868,-0.880768,,,,2.112815,0.063150,-0.964723,,,
2379,19.825000,,,,2.002087,0.155675,-0.918449,1.909854,0.057868,-0.880748,,,,2.112807,0.063160,-0.964722,,,
2380,19.833000,,,,2.001990,0.155793,-0.919083,1.909882,0.057892,-0.880775,,,,2.112810,0.063179,-0.964708,,,
2381,19.842000,,,,2.002382,0.155855,-0.919858,1.909885,0.057887,-0.880764,,,,2.112813,0.063162,-0.964721,,,
2382,19.850000,,,,2.002982,0.155800,-0.920380,1.909870,0.057889,-0.880784,,,,2.112807,0.063188,-0.964728,,,
2383,19.858000,,,,2.003584,0.155655,-0.920754,1.909889,0.057886,-0.880782,,,,2.112837,0.063176,-0.964742,,,
2384,19.867000,,,,2.004339,0.155671,-0.920726,1.909888,0.057898,-0.880802,,,,2.112826,0.063162,-0.964737,,,
2385,19.875000,,,,2.005080,0.155677,-0.920356,1.909884,0.057887,-0.880791,,,,2.112813,0.063181,-0.964721,,,
2386,19.883000,,,,2.005496,0.155599,-0.919781,1.909900,0.057911,-0.880764,,,,2.112817,0.063173,-0.964731,,,
2387,19.892000,,,,2.005644,0.155537,-0.919043,1.909877,0.057892,-0.880771,,,,2.112820,0.063184,-0.964715,,,
2388,19.900000,,,,2.005570,0.155497,-0.918390,1.909887,0.057885,-0.880777,,,,2.112809,0.063175,-0.964730,,,
2389,19.908000,,,,2.005203,0.155469,-0.917698,1.909874,0.057879,-0.880780,,,,2.112800,0.063163,-0.964721,,,
2390,19.917000,,,,2.004561,0.155350,-0.917254,1.909884,0.057898,-0.880803,,,,2.112825,0.063159,-0.964717,,,
2391,19.925000,,,,2.003781,0.155472,-0.917140,1.909903,0.057878,-0.880791,,,,2.112833,0.063173,-0.964734,,,
2392,19.933000,,,,2.003111,0.155527,-0.917257,1.909875,0.057872,-0.880781,,,,2.112846,0.063178,-0.964746,,,
2393,19.942000,,,,2.002576,0.155592,-0.917674,1.909880,0.057864,-0.880780,,,,2.112839,0.063174,-0.964731,,,
2394,19.950000,,,,2.002129,0.155643,-0.918290,1.909884,0.057878,-0.880763,,,,2.112831,0.063193,-0.964693,,,
2395,19.958000,,,,2.001994,0.155780,-0.918921,1.909876,0.057904,-0.880755,,,,2.112817,0.063157,-0.964710,,,
2396,19.967000,,,,2.002270,0.155857,-0.919641,1.909871,0.057899,-0.880752,,,,2.112811,0.063153,-0.964713,,,
2397,19.975000,,,,2.002860,0.155826,-0.920268,1.909884,0.057893,-0.880742,,,,2.112813,0.063170,-0.964704,,,
2398,19.983000,,,,2.003443,0.155708,-0.920655,1.909884,0.057879,-0.880756,,,,2.112829,0.063181,-0.964706,,,
2399,19.992000,,,,2.004164,0.155637,-0.920768,1.909873,0.057871,-0.880778,,,,2.112849,0.063183,-0.964726,,,
2400,20.000000,,,,2.004930,0.155644,-0.920464,1.909856,0.057895,-0.880762,,,,2.112839,0.063198,-0.964728,,,
2401,20.008000,,,,2.005431,0.155624,-0.919917,1.909865,0.057897,-0.880784,,,,2.112820,0.063169,-0.964738,,,
2402,20.017000,,,,2.005636,0.155556,-0.919175,1.909871,0.057890,-0.880770,,,,2.112817,0.063182,-0.964707,,,
2403,20.025000,,,,2.005625,0.155507,-0.918489,1.909866,0.057888,-0.880764,,,,2.112810,0.063198,-0.964701,,,
2404,20.033000,,,,2.005278,0.155506,-0.917890,1.909882,0.057895,-0.880747,,,,2.112810,0.063173,-0.964731,,,
2405,20.042000,,,,2.004722,0.155387,-0.917312,1.909841,0.057889,-0.880786,,,,2.112826,0.063169,-0.964742,,,
2406,20.050000,,,,2.003951,0.155448,-0.917164,1.909874,0.057913,-0.880806,,,,2.112837,0.063177,-0.964726,,,
